feature_call,num_cells,pct_cells,median_umis,stddev_umis
KDM1A-1|TMPRSS2-2,1,0.0001771479185119575,399,0
KDM1A-1|PPP2CA-1|RBM25-2,1,0.0001771479185119575,182,0
KDM1A-1|Non-Targeting-8,1,0.0001771479185119575,1172,0
KDM1A-1|MBNL1-1|RAB1A-3|SUZ12-1,2,0.000354295837023915,421.5,33.5
KDM1A-1|SMARCD1-2|TMPRSS2-1,1,0.0001771479185119575,351,0
KDM1A-2|Non-Targeting-8,1,0.0001771479185119575,1271,0
KDM1A-2,7,0.0012400354295837024,670,770.3579607916712
KDM1A-2|SNRNP70-1,1,0.0001771479185119575,1180,0
KDM1A-2|Non-Targeting-7,1,0.0001771479185119575,1076,0
KDM1A-2|RBM25-2,1,0.0001771479185119575,437,0
LMNA-1,23,0.004074402125775022,164,157.8675595288874
LMNA-1|TMPRSS2-1,1,0.0001771479185119575,1224,0
LMNA-1|Non-Targeting-5,1,0.0001771479185119575,69,0
LMNA-2,20,0.00354295837023915,466.0,425.64027946142505
LMNA-2|Non-Targeting-8,1,0.0001771479185119575,1572,0
LMNA-2|Non-Targeting-7,1,0.0001771479185119575,105,0
MBNL1-1|Non-Targeting-7,2,0.000354295837023915,606.5,399.5
MBNL1-1,67,0.011868910540301151,166,157.70653962276307
MBNL1-1|MORF4L1-1,1,0.0001771479185119575,779,0
MBNL1-1|Non-Targeting-7|SRPK1-2,2,0.000354295837023915,295.0,52.0
MBNL1-1|SUZ12-2,1,0.0001771479185119575,360,0
MBNL1-1|PPIB-2,1,0.0001771479185119575,383,0
MBNL1-1|SET-1,2,0.000354295837023915,1348.5,1078.5
MBNL1-1|Non-Targeting-8,1,0.0001771479185119575,79,0
MBNL1-1|SNRNP70-1,2,0.000354295837023915,267.0,188.0
MBNL1-1|TMPRSS2-2,2,0.000354295837023915,347.5,91.5
MBNL1-1|PAIP2-2,1,0.0001771479185119575,357,0
MBNL1-1|PPIB-1,1,0.0001771479185119575,629,0
MBNL1-1|MORF4L1-2|Non-Targeting-5,1,0.0001771479185119575,810,0
MBNL1-1|MBNL1-2,1,0.0001771479185119575,493,0
MBNL1-2,48,0.008503100088573958,100.0,214.28727148905094
MBNL1-2|PPIB-2,1,0.0001771479185119575,273,0
MBNL1-2|Non-Targeting-8,2,0.000354295837023915,344.5,101.5
MBNL1-2|Non-Targeting-5,3,0.0005314437555358724,278,241.4074471832954
MBNL1-2|TMPRSS2-1,1,0.0001771479185119575,125,0
MBNL1-2|SMARCD1-2|UBXN1-2,1,0.0001771479185119575,980,0
MBNL1-2|UBXN1-2,1,0.0001771479185119575,355,0
MORF4L1-1,33,0.005845881310894597,153,95.31948116434464
MORF4L1-1|SUZ12-1,1,0.0001771479185119575,587,0
MORF4L1-1|UBXN1-2,1,0.0001771479185119575,188,0
MORF4L1-1|PAIP2-2,1,0.0001771479185119575,152,0
MORF4L1-1|PPIB-1,1,0.0001771479185119575,745,0
MORF4L1-1|Non-Targeting-5,1,0.0001771479185119575,413,0
MORF4L1-1|RBM25-2,1,0.0001771479185119575,59,0
MORF4L1-2,24,0.004251550044286979,96.0,61.6396196316406
MORF4L1-2|Non-Targeting-5,1,0.0001771479185119575,397,0
MORF4L1-2|Non-Targeting-8|RAB1A-2,1,0.0001771479185119575,317,0
MORF4L1-2|PPIB-1|PPP2CA-1,1,0.0001771479185119575,269,0
MORF4L1-2|Non-Targeting-8,1,0.0001771479185119575,1269,0
MORF4L1-2|TMPRSS2-1,1,0.0001771479185119575,66,0
NOC2L-1|Non-Targeting-7,1,0.0001771479185119575,529,0
NOC2L-1,4,0.00070859167404783,47.5,26.06122598804592
NOC2L-1|RBBP4-1|TRA2B-1,2,0.000354295837023915,289.0,97.0
NOC2L-2,7,0.0012400354295837024,31,56.4356234291492
NOC2L-2|TPR-2,1,0.0001771479185119575,73,0
Non-Targeting-5,138,0.02444641275465013,208.0,185.62822708131156
Non-Targeting-5|SMARCD1-1,1,0.0001771479185119575,186,0
Non-Targeting-5|PAIP2-1,1,0.0001771479185119575,621,0
Non-Targeting-5|Non-Targeting-7|TMPRSS2-1,1,0.0001771479185119575,1174,0
Non-Targeting-5|PAIP2-2,1,0.0001771479185119575,112,0
Non-Targeting-5|Non-Targeting-7,5,0.0008857395925597874,221,128.73290177728458
Non-Targeting-5|SNRNP40-1,1,0.0001771479185119575,1368,0
Non-Targeting-5|SMARCD1-1|SRPK1-2|UBXN1-2,1,0.0001771479185119575,246,0
Non-Targeting-5|PPIB-1,4,0.00070859167404783,460.0,379.62975383918473
Non-Targeting-5|SRPK1-2,1,0.0001771479185119575,146,0
Non-Targeting-5|PPIB-2,1,0.0001771479185119575,461,0
Non-Targeting-5|TMPRSS2-2,1,0.0001771479185119575,666,0
Non-Targeting-5|SET-2,1,0.0001771479185119575,99,0
Non-Targeting-5|Non-Targeting-8,1,0.0001771479185119575,236,0
Non-Targeting-5|SMARCD1-2,2,0.000354295837023915,182.0,76.0
Non-Targeting-5|TMPRSS2-1,1,0.0001771479185119575,899,0
Non-Targeting-5|RBM25-2|SUZ12-2,1,0.0001771479185119575,777,0
Non-Targeting-5|Non-Targeting-7|SMARCD1-1|TMPRSS2-1,1,0.0001771479185119575,559,0
Non-Targeting-5|Non-Targeting-8|TMPRSS2-1,1,0.0001771479185119575,159,0
Non-Targeting-5|RAB1A-2,1,0.0001771479185119575,537,0
Non-Targeting-5|Non-Targeting-8|RAB1A-2,1,0.0001771479185119575,1243,0
Non-Targeting-5|Non-Targeting-7|PPIB-1|SRPK1-2,1,0.0001771479185119575,2527,0
Non-Targeting-5|Non-Targeting-8|SNRNP70-1,1,0.0001771479185119575,300,0
Non-Targeting-5|TPR-1,1,0.0001771479185119575,389,0
Non-Targeting-7,117,0.020726306465899024,264,222.08408888933056
Non-Targeting-7|Non-Targeting-8,3,0.0005314437555358724,555,200.1937949976361
Non-Targeting-7|PPIB-2,2,0.000354295837023915,438.5,102.5
Non-Targeting-7|SUZ12-2,1,0.0001771479185119575,601,0
Non-Targeting-7|PAIP2-1,2,0.000354295837023915,457.5,198.5
Non-Targeting-7|PAIP2-1|SMARCD1-1,1,0.0001771479185119575,904,0
Non-Targeting-7|Non-Targeting-8|UBE2N-1,1,0.0001771479185119575,454,0
Non-Targeting-7|SMARCD1-1,1,0.0001771479185119575,177,0
Non-Targeting-7|SRPK1-2,1,0.0001771479185119575,854,0
Non-Targeting-7|PAIP2-2,2,0.000354295837023915,441.0,110.0
Non-Targeting-7|PPP2CA-1,1,0.0001771479185119575,557,0
Non-Targeting-7|RAB1A-2,1,0.0001771479185119575,271,0
Non-Targeting-7|PAIP2-1|SUZ12-1,1,0.0001771479185119575,638,0
Non-Targeting-8,147,0.02604074402125775,302,264.811754995477
Non-Targeting-8|PAIP2-2,4,0.00070859167404783,724.0,301.02283966503273
Non-Targeting-8|TMPRSS2-1,1,0.0001771479185119575,478,0
Non-Targeting-8|RBBP4-1,1,0.0001771479185119575,111,0
Non-Targeting-8|RAB1A-2,1,0.0001771479185119575,309,0
Non-Targeting-8|SRPK1-2,4,0.00070859167404783,380.5,46.70853776345391
Non-Targeting-8|RBM25-1,1,0.0001771479185119575,36,0
Non-Targeting-8|PAIP2-1,1,0.0001771479185119575,876,0
Non-Targeting-8|SNRNP40-1,1,0.0001771479185119575,364,0
Non-Targeting-8|TMPRSS2-2,2,0.000354295837023915,529.0,372.0
Non-Targeting-8|SMARCD1-1,1,0.0001771479185119575,302,0
Non-Targeting-8|SET-2,1,0.0001771479185119575,338,0
Non-Targeting-8|SRRT-1,1,0.0001771479185119575,367,0
Non-Targeting-8|UBXN1-2,1,0.0001771479185119575,81,0
Non-Targeting-8|PPIB-2,2,0.000354295837023915,418.5,281.5
Non-Targeting-8|PPP2CA-2,1,0.0001771479185119575,162,0
Non-Targeting-8|SUZ12-2,1,0.0001771479185119575,205,0
Non-Targeting-8|PPIB-1,1,0.0001771479185119575,299,0
Non-Targeting-8|RBM25-2,1,0.0001771479185119575,614,0
Non-Targeting-8|RBBP4-2|TMPRSS2-1,1,0.0001771479185119575,1343,0
PAIP2-1,43,0.007617360496014172,365,690.5996046577845
PAIP2-1|PPIB-1,2,0.000354295837023915,1045.0,334.0
PAIP2-1|SET-2,1,0.0001771479185119575,566,0
PAIP2-1|SMARCD1-2,1,0.0001771479185119575,56,0
PAIP2-1|SNRNP40-2,1,0.0001771479185119575,116,0
PAIP2-1|TMPRSS2-2,1,0.0001771479185119575,444,0
PAIP2-1|UBXN1-2,1,0.0001771479185119575,735,0
PAIP2-1|PAIP2-2,1,0.0001771479185119575,105,0
PAIP2-2,51,0.009034543844109831,131,161.19471296029346
PAIP2-2|PPIB-1,2,0.000354295837023915,947.5,860.5
PAIP2-2|UBE2N-2,1,0.0001771479185119575,190,0
PAIP2-2|SMARCD1-1,1,0.0001771479185119575,423,0
PAIP2-2|PPIB-2,1,0.0001771479185119575,131,0
PAIP2-2|TPR-1,1,0.0001771479185119575,728,0
PAIP2-2|UBXN1-2,1,0.0001771479185119575,901,0
PAIP2-2|UBE2N-1,1,0.0001771479185119575,923,0
PAIP2-2|UBXN1-1,1,0.0001771479185119575,799,0
PAIP2-2|PPIB-1|RBM25-2,1,0.0001771479185119575,819,0
PAIP2-2|RBM25-2,1,0.0001771479185119575,100,0
PPIB-1,51,0.009034543844109831,493,443.1463637793644
PPIB-1|RBBP4-1,2,0.000354295837023915,742.0,484.0
PPIB-1|RBBP4-1|TMPRSS2-1,1,0.0001771479185119575,847,0
PPIB-1|SRPK1-2,2,0.000354295837023915,1043.5,356.5
PPIB-1|SUZ12-2,1,0.0001771479185119575,389,0
PPIB-2,48,0.008503100088573958,172.5,177.0380530344316
PPIB-2|RAB1A-3,3,0.0005314437555358724,137,214.6314670934033
PPIB-2|SRPK1-2,1,0.0001771479185119575,346,0
PPIB-2|TMPRSS2-2,1,0.0001771479185119575,534,0
PPIB-2|SNRNP40-2,1,0.0001771479185119575,705,0
PPIB-2|TMPRSS2-1,1,0.0001771479185119575,409,0
PPIB-2|SET-2,1,0.0001771479185119575,298,0
PPIB-2|PPP2CA-1,1,0.0001771479185119575,154,0
PPP2CA-1,14,0.0024800708591674048,338.0,224.0265222090037
PPP2CA-1|SET-2,2,0.000354295837023915,538.0,165.0
PPP2CA-2,13,0.0023029229406554474,225,258.70798689875636
PPP2CA-2|RBBP4-2,1,0.0001771479185119575,34,0
PPP2CA-2|RAB1A-2,1,0.0001771479185119575,38,0
RAB1A-2|UBXN1-1,1,0.0001771479185119575,758,0
RAB1A-2,28,0.0049601417183348095,252.0,155.44968918382224
RAB1A-2|SUZ12-2|UBE2N-1,1,0.0001771479185119575,670,0
RAB1A-3,18,0.0031886625332152346,160.0,141.2554817028745
RAB1A-3|RBBP4-1,1,0.0001771479185119575,1053,0
RAB1A-3|SMARCD1-1,1,0.0001771479185119575,444,0
RAB1A-3|SNRNP40-1,1,0.0001771479185119575,1406,0
RBBP4-1,21,0.003720106288751107,137,173.80007802121784
RBBP4-1|SRPK1-2,1,0.0001771479185119575,200,0
RBBP4-1|SMARCD1-1,2,0.000354295837023915,338.5,123.5
RBBP4-2,10,0.001771479185119575,88.5,133.53235562963758
RBM25-1,2,0.000354295837023915,29.5,23.5
RBM25-2,47,0.008325952170062002,25,45.114973088106865
RBM25-2|SMARCD1-2,1,0.0001771479185119575,425,0
RBM25-2|UBE2N-2,1,0.0001771479185119575,342,0
SET-1,33,0.005845881310894597,559,678.1399464421147
SET-1|SNRNP70-1,1,0.0001771479185119575,1250,0
SET-1|SNRNP40-1,1,0.0001771479185119575,1647,0
SET-1|SRPK1-2,1,0.0001771479185119575,309,0
SET-1|UBXN1-2,1,0.0001771479185119575,822,0
SET-2,21,0.003720106288751107,332,307.11209886593736
SET-2|TMPRSS2-1,1,0.0001771479185119575,125,0
SET-2|UBE2N-2,1,0.0001771479185119575,613,0
SMARCD1-1,62,0.010983170947741363,62.5,58.4761417770358
SMARCD1-1|SUZ12-2,1,0.0001771479185119575,282,0
SMARCD1-1|SNRNP70-1,2,0.000354295837023915,598.0,419.0
SMARCD1-1|SRPK1-2,2,0.000354295837023915,191.5,14.5
SMARCD1-1|SNRNP40-1,1,0.0001771479185119575,47,0
SMARCD1-2,22,0.0038972542072630645,126.0,81.37309493015734
SMARCD1-2|TMPRSS2-1,2,0.000354295837023915,271.0,69.0
SNRNP40-1,40,0.0070859167404783,334.0,510.78541910962963
SNRNP40-1|UBXN1-1,1,0.0001771479185119575,233,0
SNRNP40-1|TMPRSS2-1,1,0.0001771479185119575,1523,0
SNRNP40-2,8,0.00141718334809566,541.5,465.75315350515876
SNRNP40-2|TMPRSS2-2,1,0.0001771479185119575,2211,0
SNRNP70-1,3,0.0005314437555358724,99,24.225789747475496
SNRNP70-1|TPR-1,1,0.0001771479185119575,70,0
SNRNP70-2,5,0.0008857395925597874,7,12.24744871391589
SRPK1-1,6,0.0010628875110717448,5.0,0.6871842709362768
SRPK1-2,53,0.009388839681133746,189,181.89602458367517
SRPK1-2|UBXN1-2,1,0.0001771479185119575,462,0
SRPK1-2|TMPRSS2-1,1,0.0001771479185119575,468,0
SRPK1-2|UBXN1-1,1,0.0001771479185119575,359,0
SRRT-1,9,0.0015943312666076173,126,84.9737795433188
SRRT-2,5,0.0008857395925597874,30,26.31653472628948
SRRT-2|TMPRSS2-1,1,0.0001771479185119575,240,0
SRRT-2|UBXN1-2,1,0.0001771479185119575,130,0
SUZ12-1,10,0.001771479185119575,431.5,340.85042173950734
SUZ12-1|TMPRSS2-2,1,0.0001771479185119575,401,0
SUZ12-2,67,0.011868910540301151,175,173.79645776728913
SUZ12-2|UBXN1-2,1,0.0001771479185119575,207,0
TMPRSS2-1,65,0.011514614703277236,247,187.92206870222944
TMPRSS2-1|TRA2B-2,1,0.0001771479185119575,260,0
TMPRSS2-1|UBE2N-2,1,0.0001771479185119575,129,0
TMPRSS2-2,51,0.009034543844109831,43,54.29931145892639
TMPRSS2-2|TRA2B-2,1,0.0001771479185119575,34,0
TPR-1,9,0.0015943312666076173,175,179.98703657023006
TPR-2,10,0.001771479185119575,3.5,1.8
TRA2B-1,14,0.0024800708591674048,72.0,75.20421177957891
TRA2B-2,14,0.0024800708591674048,361.5,248.95800194951332
UBE2N-1,19,0.003365810451727192,234,219.4343395252459
UBE2N-2,32,0.00566873339238264,96.5,201.99918780777313
UBE2N-2|UBXN1-2,1,0.0001771479185119575,424,0
UBXN1-1,8,0.00141718334809566,174.5,139.66561629477744
UBXN1-2,39,0.006908768821966342,385,307.1871109023562
