Feature ID,Feature Name,Cluster 1 Mean Counts,Cluster 1 Log2 fold change,Cluster 1 Adjusted p value,Cluster 2 Mean Counts,Cluster 2 Log2 fold change,Cluster 2 Adjusted p value,Cluster 3 Mean Counts,Cluster 3 Log2 fold change,Cluster 3 Adjusted p value,Cluster 4 Mean Counts,Cluster 4 Log2 fold change,Cluster 4 Adjusted p value
ENSG00000285812,AL390719.3,0.00046493795884822435,0.21131360595291682,1,0,-1.173760704166833,1,0.0009087615794648872,1.5349166307411224,1,0.001949534154594947,2.8015594738073375,0.655318324426282
ENSG00000162571,TTLL10,0,-0.2037238933259271,1,0.0004711326608692671,1.826239295833167,1,0,1.1198791314622785,1,0,2.3865219745284936,1
ENSG00000078808,SDF4,0.023711835901259443,0.10439840203640394,1,0.024027765704332623,0.13436159119549895,1,0.018175231589297743,-0.33329349670333563,1,0.023394409855139364,0.14444718733034456,1
ENSG00000176022,B3GALT6,0.011623448971205609,0.49671582481516374,0.8970716366612504,0.009422653217385342,0.009103352982977597,1,0.007270092635719098,-0.32490571121061684,1,0.005848602463784841,-0.36836552763497554,1
ENSG00000160087,UBE2J2,0.014413076724294956,0.09583638853298027,1,0.01460511248694728,0.12579957769207528,1,0.01272266211250842,-0.08175472970737108,1,0.011697204927569682,-0.07290964410880463,1
ENSG00000230415,LINC01786,0,-0.7886863940470832,1,0.0004711326608692671,0.826239295833167,1,0,0.5349166307411224,1,0.001949534154594947,3.3865219745284936,0.562476527317977
ENSG00000162572,SCNN1D,0,-0.7886863940470832,1,0.0004711326608692671,0.826239295833167,1,0.0009087615794648872,2.1198791314622785,1,0,1.8015594738073375,1
ENSG00000131584,ACAP3,0.0009298759176964487,-1.3192011107458637,0.701482113024357,0.003769061286954137,1.1888093752178754,1,0.0027262847383946616,0.5349166307411224,1,0.001949534154594947,0.5791670524708881,1
ENSG00000169972,PUSL1,0.007903945300419815,0.3812386073952281,1,0.008009255234777541,0.4112017965543231,1,0.004543807897324436,-0.4650833692588767,1,0.001949534154594947,-0.935406120358869,0.9104746927510606
ENSG00000127054,INTS11,0.017667642436232527,0.7597502306489581,0.6118861375362127,0.009893785878254608,-0.547219099694277,1,0.010905138953578647,-0.2240752697550814,1,0.011697204927569682,0.023951895143784263,1
ENSG00000224051,CPTP,0.004184441629634019,0.5332417008402786,1,0.0023556633043463355,-0.5887982034456769,1,0.005452569476789323,1.0203434579113653,1,0,-1.0057954482502671,0.9038610192492796
